,moneyness,time_to_maturity,risk_free_rate,correlation,reversion_speed,Long_average_variance,vol_vol,initial_variance,s0,strike,european,kind,calender_days,Heston_price,opt_price_by_strike
0,0.7049233134347576,0.13497542395831277,0.08931826342173602,-0.8612838552173097,1.3746754816417839,0.4772403156104846,0.40389570096276384,0.2890333667851749,4070.56005859375,5774.472174511917,True,call,49,12.022537434882256,0.00208201495678667
1,0.8654028826663998,0.42701383980917595,0.09776224506677411,-0.18579342296127122,0.7293939474450005,0.2304667321256583,0.04193294926701128,0.3512140513871799,4070.56005859375,4703.6590010561495,True,call,156,447.6532777375591,0.09517128636175454
2,0.959384404072692,1.2141086746897134,0.03305040533790001,-0.739876107450472,0.9858055824149191,0.42501769341367507,0.19587847749578616,0.07162216480656898,4070.56005859375,4242.8874612864,True,call,443,825.3106284328691,0.19451626656688256
3,0.6569804307646565,0.673745331862091,0.07447515290600286,-0.5413432315030201,1.735869904562936,0.32467930567170405,0.3847969870401304,0.21960228782828095,4070.56005859375,6195.861958713205,True,call,246,178.06360302959604,0.028739117206958785
4,1.2090670896897855,0.29286361734334554,0.09987329811008296,-0.15574388806847883,0.426029663687176,0.36566256239504413,0.1143219432172681,0.4054402051755625,4070.56005859375,3366.6949446437648,True,call,107,1001.4721550858625,0.29746447823529487
5,1.1412732006222313,0.4858785432408007,0.07520372508806582,-0.12836525872933746,0.14008341105491695,0.05120729582551416,0.4003326512429102,0.07009924745463206,4070.56005859375,3566.6832940390154,True,call,177,699.2104148793622,0.1960393893250769
6,1.044751105977815,1.3066721606115315,0.056426746365772454,-0.20896180395583053,1.742015911240748,0.3294128709865121,0.09389814865291583,0.3601373736068018,4070.56005859375,3896.2007652377515,True,call,477,1243.1776749011403,0.31907433672127006
7,0.8221949506588082,0.5559973986684139,0.07808116381508788,-0.659128904014223,0.04699642588644199,0.018259879450795775,0.1096274452494004,0.3477202434489653,4070.56005859375,4950.84536256528,True,call,203,447.27496566778456,0.09034315009104406
8,1.3842481209261357,0.7309311023858744,0.0879659727060597,-0.4193111931006347,1.6132706335929334,0.3320298405185406,0.25905564075142645,0.14551630725964076,4070.56005859375,2940.6289212589495,True,call,267,1446.6194506074087,0.49194219649723037
9,1.331585276658434,0.14005457656449724,0.05819768106999016,-0.742888354589381,1.0675103668336765,0.40051684659584985,0.058540099165134224,0.1363573730464036,4070.56005859375,3056.927806237597,True,call,51,1044.0078913095733,0.34152193230710165
10,0.8718508895998802,0.11862710631179453,0.01206739217855163,-0.04907137056263011,0.6276812415337802,0.34094676739446234,0.39965220359824255,0.061966254113236974,4070.56005859375,4668.87183020695,True,call,43,13.695689677523486,0.002933404508753974
11,0.6410748456034124,0.6641887226236886,0.02437052583785443,-0.2955439187848947,1.97900322257752,0.39652137305594753,0.0826669776715677,0.0527064147548162,4070.56005859375,6349.586302613902,True,call,242,106.60788513257144,0.01678973716581893
12,0.6434746776136171,1.332179686494021,0.09513781291621433,-0.5843351379574016,0.3786151494670833,0.15428882890646906,0.33113021334281495,0.49822752195493036,4070.56005859375,6325.905587597919,True,call,486,707.6269708895798,0.11186176604925917
13,1.3713810989557422,0.13195782449685095,0.07380033864516207,-0.7289640891701511,1.7591405832077838,0.01669732835611292,0.35639802128721654,0.22858844906355708,4070.56005859375,2968.219455331079,True,call,48,1132.3740271550487,0.38149942893246824
14,0.6214492788438277,1.333789607273185,0.023184344696371956,-0.2879357277606941,1.8422372143162211,0.2512110685694525,0.24600942016449184,0.22808833644212262,4070.56005859375,6550.108266545588,True,call,487,331.1876194185722,0.050562159576827075
15,0.8423443791411219,0.30162355929906637,0.07667040289436716,-0.8749664653549447,1.7936949394618542,0.024578150491910887,0.30718255279817025,0.14288482186861742,4070.56005859375,4832.417903404553,True,call,110,73.21107470236399,0.015149988301050092
16,1.280398453353963,0.7053780348969679,0.048338344134209524,-0.615970054091332,1.2056252710595585,0.03348551658039579,0.4282416956871977,0.34046611440206764,4070.56005859375,3179.1354073656116,True,call,257,1226.4353090656969,0.38577636744387106
17,0.6462894858405672,0.9587150493336632,0.06024960676099777,-0.943392880803693,0.3960067615264955,0.08850636590716748,0.07090680229254165,0.2804542522938275,4070.56005859375,6298.354139708091,True,call,350,268.9603361931199,0.042703272986422666
18,0.9797735823481504,1.0089795495222138,0.07331829395067727,-0.4177735907523359,1.338315331530553,0.09165596335714989,0.03650287964713761,0.2552857365986974,4070.56005859375,4154.592583358026,True,call,368,793.3272267202668,0.1909518709242593
19,0.6768825170532267,0.16996626312044658,0.053089285194275845,-0.1169826994366241,0.7665594791515088,0.43846513589531494,0.39399895048176214,0.2470024904030484,4070.56005859375,6013.687687362239,True,call,62,12.48031008972921,0.0020753172992266583
20,1.2785209164546099,0.6014370028265992,0.022393637947141696,-0.671828187140593,1.2942319166671132,0.022505383784132738,0.4102422046325206,0.4611556776265319,4070.56005859375,3183.804039656682,True,call,220,1220.6351248328083,0.3833888988231928
21,1.3624396622897554,1.3317026365496067,0.08292631319581929,-0.25477302933860513,1.4881387606375387,0.018010649921401882,0.455392638146267,0.13140788079759413,4070.56005859375,2987.6993244256037,True,call,486,1450.7652659211637,0.48557940689030976
22,0.6475537929951014,0.10101502079967835,0.012856549424898705,-0.47254408145133764,1.2495255472415419,0.3102795435343208,0.15405994925875469,0.3902635094264976,4070.56005859375,6286.0570081234055,True,call,37,4.26049096149662,0.0006777684255791559
